SUBDIVISION,YEAR,MONTH,AVG_RAIN
EAST MADHYA PRADESH,1956,JUN,187.9
EAST MADHYA PRADESH,1957,JUN,61.3
EAST MADHYA PRADESH,1958,JUN,65.7
EAST MADHYA PRADESH,1959,JUN,81.3
EAST MADHYA PRADESH,1960,JUN,113.1
EAST MADHYA PRADESH,1961,JUN,132.9
EAST MADHYA PRADESH,1962,JUN,55.5
EAST MADHYA PRADESH,1963,JUN,147.9
EAST MADHYA PRADESH,1964,JUN,131.5
EAST MADHYA PRADESH,1965,JUN,68.5
EAST MADHYA PRADESH,1966,JUN,210.7
EAST MADHYA PRADESH,1967,JUN,118.5
EAST MADHYA PRADESH,1968,JUN,101.9
EAST MADHYA PRADESH,1969,JUN,41.7
EAST MADHYA PRADESH,1970,JUN,198.2
EAST MADHYA PRADESH,1971,JUN,356.6
EAST MADHYA PRADESH,1972,JUN,54.1
EAST MADHYA PRADESH,1973,JUN,54.8
EAST MADHYA PRADESH,1974,JUN,98.8
EAST MADHYA PRADESH,1975,JUN,190.4
EAST MADHYA PRADESH,1976,JUN,84.7
EAST MADHYA PRADESH,1977,JUN,275.8
EAST MADHYA PRADESH,1978,JUN,209.1
EAST MADHYA PRADESH,1979,JUN,98.9
EAST MADHYA PRADESH,1980,JUN,250.1
EAST MADHYA PRADESH,1981,JUN,152
EAST MADHYA PRADESH,1982,JUN,97.1
EAST MADHYA PRADESH,1983,JUN,98.1
EAST MADHYA PRADESH,1984,JUN,91.4
EAST MADHYA PRADESH,1985,JUN,94.9
EAST MADHYA PRADESH,1986,JUN,186.8
EAST MADHYA PRADESH,1987,JUN,45.2
EAST MADHYA PRADESH,1988,JUN,199.1
EAST MADHYA PRADESH,1989,JUN,190.3
EAST MADHYA PRADESH,1990,JUN,315.2
EAST MADHYA PRADESH,1991,JUN,98.6
EAST MADHYA PRADESH,1992,JUN,38.4
EAST MADHYA PRADESH,1993,JUN,105.6
EAST MADHYA PRADESH,1994,JUN,264.7
EAST MADHYA PRADESH,1995,JUN,81
EAST MADHYA PRADESH,1996,JUN,67.2
EAST MADHYA PRADESH,1997,JUN,95.1
EAST MADHYA PRADESH,1998,JUN,84.4
EAST MADHYA PRADESH,1999,JUN,122.5
EAST MADHYA PRADESH,2000,JUN,167.5
EAST MADHYA PRADESH,2001,JUN,255.5
EAST MADHYA PRADESH,2002,JUN,93.5
EAST MADHYA PRADESH,2003,JUN,119.9
EAST MADHYA PRADESH,2004,JUN,208.1
EAST MADHYA PRADESH,2005,JUN,163.9
EAST MADHYA PRADESH,2006,JUN,56.3
EAST MADHYA PRADESH,2007,JUN,74.8
EAST MADHYA PRADESH,2008,JUN,307.6
EAST MADHYA PRADESH,2009,JUN,35.3
EAST MADHYA PRADESH,2010,JUN,58.4
EAST MADHYA PRADESH,2011,JUN,332.5
EAST MADHYA PRADESH,2012,JUN,67.8
EAST MADHYA PRADESH,2013,JUN,311.9
EAST MADHYA PRADESH,2014,JUN,91.8
EAST MADHYA PRADESH,2015,JUN,139.2
SAURASHTRA & KUTCH,1951,JUN,40
SAURASHTRA & KUTCH,1952,JUN,79.1
SAURASHTRA & KUTCH,1953,JUN,66.3
SAURASHTRA & KUTCH,1954,JUN,47.6
SAURASHTRA & KUTCH,1955,JUN,26.3
SAURASHTRA & KUTCH,1956,JUN,81.3
SAURASHTRA & KUTCH,1957,JUN,78.6
SAURASHTRA & KUTCH,1958,JUN,43.5
SAURASHTRA & KUTCH,1959,JUN,66.5
SAURASHTRA & KUTCH,1960,JUN,122.4
SAURASHTRA & KUTCH,1961,JUN,125.9
SAURASHTRA & KUTCH,1962,JUN,24
SAURASHTRA & KUTCH,1963,JUN,25
SAURASHTRA & KUTCH,1964,JUN,105.5
SAURASHTRA & KUTCH,1965,JUN,1.4
SAURASHTRA & KUTCH,1966,JUN,74.7
SAURASHTRA & KUTCH,1967,JUN,106.2
SAURASHTRA & KUTCH,1968,JUN,11
SAURASHTRA & KUTCH,1969,JUN,44.2
SAURASHTRA & KUTCH,1970,JUN,70.2
SAURASHTRA & KUTCH,1971,JUN,147.1
SAURASHTRA & KUTCH,1972,JUN,87
SAURASHTRA & KUTCH,1973,JUN,50.8
SAURASHTRA & KUTCH,1974,JUN,16.1
SAURASHTRA & KUTCH,1975,JUN,101.2
SAURASHTRA & KUTCH,1976,JUN,103.7
SAURASHTRA & KUTCH,1977,JUN,161
SAURASHTRA & KUTCH,1978,JUN,157.4
SAURASHTRA & KUTCH,1979,JUN,143.5
SAURASHTRA & KUTCH,1980,JUN,321.8
SAURASHTRA & KUTCH,1981,JUN,46
SAURASHTRA & KUTCH,1982,JUN,5.2
SAURASHTRA & KUTCH,1983,JUN,210.2
SAURASHTRA & KUTCH,1984,JUN,57.7
SAURASHTRA & KUTCH,1985,JUN,12
SAURASHTRA & KUTCH,1986,JUN,167.8
SAURASHTRA & KUTCH,1987,JUN,31.4
SAURASHTRA & KUTCH,1988,JUN,12.7
SAURASHTRA & KUTCH,1989,JUN,134.5
SAURASHTRA & KUTCH,1990,JUN,32.9
SAURASHTRA & KUTCH,1991,JUN,13.3
SAURASHTRA & KUTCH,1992,JUN,45.1
SAURASHTRA & KUTCH,1993,JUN,41.4
SAURASHTRA & KUTCH,1994,JUN,99.4
SAURASHTRA & KUTCH,1995,JUN,3
SAURASHTRA & KUTCH,1996,JUN,137.1
SAURASHTRA & KUTCH,1997,JUN,189.8
SAURASHTRA & KUTCH,1998,JUN,109.1
SAURASHTRA & KUTCH,1999,JUN,60.6
SAURASHTRA & KUTCH,2000,JUN,5.4
SAURASHTRA & KUTCH,2001,JUN,172.9
SAURASHTRA & KUTCH,2002,JUN,166.4
SAURASHTRA & KUTCH,2003,JUN,68.2
SAURASHTRA & KUTCH,2004,JUN,95
SAURASHTRA & KUTCH,2005,JUN,201.2
SAURASHTRA & KUTCH,2006,JUN,66.2
SAURASHTRA & KUTCH,2007,JUN,114.1
SAURASHTRA & KUTCH,2008,JUN,96
SAURASHTRA & KUTCH,2009,JUN,68.1
SAURASHTRA & KUTCH,2010,JUN,71.1
SAURASHTRA & KUTCH,2011,JUN,26
SAURASHTRA & KUTCH,2012,JUN,22.4
SAURASHTRA & KUTCH,2013,JUN,127.7
SAURASHTRA & KUTCH,2014,JUN,17.3
SAURASHTRA & KUTCH,2015,JUN,112.6
KONKAN & GOA,1951,JUN,730.4
KONKAN & GOA,1952,JUN,729.4
KONKAN & GOA,1953,JUN,910.3
KONKAN & GOA,1954,JUN,581.5
KONKAN & GOA,1955,JUN,779.2
KONKAN & GOA,1956,JUN,780.2
KONKAN & GOA,1957,JUN,593.8
KONKAN & GOA,1958,JUN,1044.5
KONKAN & GOA,1959,JUN,750.1
KONKAN & GOA,1960,JUN,920.1
KONKAN & GOA,1961,JUN,738
KONKAN & GOA,1962,JUN,435.5
KONKAN & GOA,1963,JUN,594.5
KONKAN & GOA,1964,JUN,690.3
KONKAN & GOA,1965,JUN,817.6
KONKAN & GOA,1966,JUN,370
KONKAN & GOA,1967,JUN,768.9
KONKAN & GOA,1968,JUN,556.9
KONKAN & GOA,1969,JUN,666.5
KONKAN & GOA,1970,JUN,963.3
KONKAN & GOA,1971,JUN,1011.9
KONKAN & GOA,1972,JUN,662
KONKAN & GOA,1973,JUN,455.9
KONKAN & GOA,1974,JUN,508.2
KONKAN & GOA,1975,JUN,856.9
KONKAN & GOA,1976,JUN,635.1
KONKAN & GOA,1977,JUN,583
KONKAN & GOA,1978,JUN,946.2
KONKAN & GOA,1979,JUN,653.1
KONKAN & GOA,1980,JUN,877.7
KONKAN & GOA,1981,JUN,773.9
KONKAN & GOA,1982,JUN,558.4
KONKAN & GOA,1983,JUN,655.3
KONKAN & GOA,1984,JUN,728
KONKAN & GOA,1985,JUN,1000
KONKAN & GOA,1986,JUN,777.2
KONKAN & GOA,1987,JUN,612
KONKAN & GOA,1988,JUN,506.1
KONKAN & GOA,1989,JUN,733.1
KONKAN & GOA,1990,JUN,802.1
KONKAN & GOA,1991,JUN,759.2
KONKAN & GOA,1992,JUN,493
KONKAN & GOA,1993,JUN,587.7
KONKAN & GOA,1994,JUN,784.8
KONKAN & GOA,1995,JUN,345.9
KONKAN & GOA,1996,JUN,535.7
KONKAN & GOA,1997,JUN,757.9
KONKAN & GOA,1998,JUN,671.3
KONKAN & GOA,1999,JUN,978.7
KONKAN & GOA,2000,JUN,739.4
KONKAN & GOA,2001,JUN,540.1
KONKAN & GOA,2002,JUN,942
KONKAN & GOA,2003,JUN,865.3
KONKAN & GOA,2004,JUN,678.6
KONKAN & GOA,2005,JUN,730.2
KONKAN & GOA,2006,JUN,683.1
KONKAN & GOA,2007,JUN,939.3
KONKAN & GOA,2008,JUN,798.5
KONKAN & GOA,2009,JUN,330.6
KONKAN & GOA,2010,JUN,680.8
KONKAN & GOA,2011,JUN,857
KONKAN & GOA,2012,JUN,633
KONKAN & GOA,2013,JUN,1028.3
KONKAN & GOA,2014,JUN,238.2
KONKAN & GOA,2015,JUN,764
MADHYA MAHARASHTRA,1951,JUN,150.1
MADHYA MAHARASHTRA,1952,JUN,131.2
MADHYA MAHARASHTRA,1953,JUN,186.3
MADHYA MAHARASHTRA,1954,JUN,158.5
MADHYA MAHARASHTRA,1955,JUN,140.9
MADHYA MAHARASHTRA,1956,JUN,111
MADHYA MAHARASHTRA,1957,JUN,177.8
MADHYA MAHARASHTRA,1958,JUN,101.9
MADHYA MAHARASHTRA,1959,JUN,174.7
MADHYA MAHARASHTRA,1960,JUN,146.4
MADHYA MAHARASHTRA,1961,JUN,163.5
MADHYA MAHARASHTRA,1962,JUN,46.8
MADHYA MAHARASHTRA,1963,JUN,138.6
MADHYA MAHARASHTRA,1964,JUN,139.8
MADHYA MAHARASHTRA,1965,JUN,82.9
MADHYA MAHARASHTRA,1966,JUN,83.8
MADHYA MAHARASHTRA,1967,JUN,130.4
MADHYA MAHARASHTRA,1968,JUN,95.4
MADHYA MAHARASHTRA,1969,JUN,140.1
MADHYA MAHARASHTRA,1970,JUN,195.4
MADHYA MAHARASHTRA,1971,JUN,155.6
MADHYA MAHARASHTRA,1972,JUN,90.4
MADHYA MAHARASHTRA,1973,JUN,124.7
MADHYA MAHARASHTRA,1974,JUN,77.5
MADHYA MAHARASHTRA,1975,JUN,165.6
MADHYA MAHARASHTRA,1976,JUN,283.6
MADHYA MAHARASHTRA,1977,JUN,209
MADHYA MAHARASHTRA,1978,JUN,174.2
MADHYA MAHARASHTRA,1979,JUN,129.7
MADHYA MAHARASHTRA,1980,JUN,279.2
MADHYA MAHARASHTRA,1981,JUN,135.9
MADHYA MAHARASHTRA,1982,JUN,114.6
MADHYA MAHARASHTRA,1983,JUN,125.3
MADHYA MAHARASHTRA,1984,JUN,109.6
MADHYA MAHARASHTRA,1985,JUN,118.7
MADHYA MAHARASHTRA,1986,JUN,200.8
MADHYA MAHARASHTRA,1987,JUN,130.3
MADHYA MAHARASHTRA,1988,JUN,111
MADHYA MAHARASHTRA,1989,JUN,153.5
MADHYA MAHARASHTRA,1990,JUN,150.5
MADHYA MAHARASHTRA,1991,JUN,293.8
MADHYA MAHARASHTRA,1992,JUN,146.9
MADHYA MAHARASHTRA,1993,JUN,147.6
MADHYA MAHARASHTRA,1994,JUN,253.2
MADHYA MAHARASHTRA,1995,JUN,63.6
MADHYA MAHARASHTRA,1996,JUN,162.3
MADHYA MAHARASHTRA,1997,JUN,180.2
MADHYA MAHARASHTRA,1998,JUN,147.1
MADHYA MAHARASHTRA,1999,JUN,225.3
MADHYA MAHARASHTRA,2000,JUN,173
MADHYA MAHARASHTRA,2001,JUN,157.9
MADHYA MAHARASHTRA,2002,JUN,251.9
MADHYA MAHARASHTRA,2003,JUN,210.8
MADHYA MAHARASHTRA,2004,JUN,215.9
MADHYA MAHARASHTRA,2005,JUN,240.5
MADHYA MAHARASHTRA,2006,JUN,205.3
MADHYA MAHARASHTRA,2007,JUN,266.9
MADHYA MAHARASHTRA,2008,JUN,107.9
MADHYA MAHARASHTRA,2009,JUN,68.9
MADHYA MAHARASHTRA,2010,JUN,185.6
MADHYA MAHARASHTRA,2011,JUN,133.3
MADHYA MAHARASHTRA,2012,JUN,67.9
MADHYA MAHARASHTRA,2013,JUN,212.4
MADHYA MAHARASHTRA,2014,JUN,44
MADHYA MAHARASHTRA,2015,JUN,177
MATATHWADA,1951,JUN,159.5
MATATHWADA,1952,JUN,95.4
MATATHWADA,1953,JUN,200.4
MATATHWADA,1954,JUN,181
MATATHWADA,1955,JUN,229.8
MATATHWADA,1956,JUN,154.1
MATATHWADA,1957,JUN,126.9
MATATHWADA,1958,JUN,92.2
MATATHWADA,1959,JUN,173.6
MATATHWADA,1960,JUN,163.6
MATATHWADA,1961,JUN,170.8
MATATHWADA,1962,JUN,67.3
MATATHWADA,1963,JUN,228.4
MATATHWADA,1964,JUN,120.3
MATATHWADA,1965,JUN,129.3
MATATHWADA,1966,JUN,63.1
MATATHWADA,1967,JUN,146
MATATHWADA,1968,JUN,94.2
MATATHWADA,1969,JUN,120.8
MATATHWADA,1970,JUN,215.1
MATATHWADA,1971,JUN,83.2
MATATHWADA,1972,JUN,115.1
MATATHWADA,1973,JUN,112.3
MATATHWADA,1974,JUN,98.4
MATATHWADA,1975,JUN,117.2
MATATHWADA,1976,JUN,92.1
MATATHWADA,1977,JUN,126
MATATHWADA,1978,JUN,212.4
MATATHWADA,1979,JUN,125.5
MATATHWADA,1980,JUN,223
MATATHWADA,1981,JUN,100.5
MATATHWADA,1982,JUN,99.6
MATATHWADA,1983,JUN,96.8
MATATHWADA,1984,JUN,75.7
MATATHWADA,1985,JUN,160.8
MATATHWADA,1986,JUN,132.3
MATATHWADA,1987,JUN,155.1
MATATHWADA,1988,JUN,169.7
MATATHWADA,1989,JUN,237.9
MATATHWADA,1990,JUN,221
MATATHWADA,1991,JUN,250.1
MATATHWADA,1992,JUN,217.9
MATATHWADA,1993,JUN,87.5
MATATHWADA,1994,JUN,110.6
MATATHWADA,1995,JUN,135.5
MATATHWADA,1996,JUN,55.8
MATATHWADA,1997,JUN,75.8
MATATHWADA,1998,JUN,189.8
MATATHWADA,1999,JUN,141.5
MATATHWADA,2000,JUN,188.3
MATATHWADA,2001,JUN,148.7
MATATHWADA,2002,JUN,241.8
MATATHWADA,2003,JUN,117.6
MATATHWADA,2004,JUN,100
MATATHWADA,2005,JUN,59.7
MATATHWADA,2006,JUN,134.7
MATATHWADA,2007,JUN,185.4
MATATHWADA,2008,JUN,66.7
MATATHWADA,2009,JUN,63.1
MATATHWADA,2010,JUN,119.7
MATATHWADA,2011,JUN,79.2
MATATHWADA,2012,JUN,72.2
MATATHWADA,2013,JUN,160.9
MATATHWADA,2014,JUN,30.4
MATATHWADA,2015,JUN,118.3
VIDARBHA,1951,JUN,136.8
VIDARBHA,1952,JUN,98
VIDARBHA,1953,JUN,138.2
VIDARBHA,1954,JUN,132.4
VIDARBHA,1955,JUN,274.7
VIDARBHA,1956,JUN,248.7
VIDARBHA,1957,JUN,148.5
VIDARBHA,1958,JUN,102.7
VIDARBHA,1959,JUN,178
VIDARBHA,1960,JUN,195.2
VIDARBHA,1961,JUN,152.7
VIDARBHA,1962,JUN,67.1
VIDARBHA,1963,JUN,204
VIDARBHA,1964,JUN,166
VIDARBHA,1965,JUN,113.6
VIDARBHA,1966,JUN,84.8
VIDARBHA,1967,JUN,184.6
VIDARBHA,1968,JUN,104.8
VIDARBHA,1969,JUN,98.6
VIDARBHA,1970,JUN,304.1
VIDARBHA,1971,JUN,193.6
VIDARBHA,1972,JUN,139.8
VIDARBHA,1973,JUN,75.1
VIDARBHA,1974,JUN,93.2
VIDARBHA,1975,JUN,264.3
VIDARBHA,1976,JUN,90.8
VIDARBHA,1977,JUN,169.7
VIDARBHA,1978,JUN,228
VIDARBHA,1979,JUN,245.6
VIDARBHA,1980,JUN,253.6
VIDARBHA,1981,JUN,173.1
VIDARBHA,1982,JUN,100.6
VIDARBHA,1983,JUN,156.4
VIDARBHA,1984,JUN,105.6
VIDARBHA,1985,JUN,196.8
VIDARBHA,1986,JUN,232.8
VIDARBHA,1987,JUN,117
VIDARBHA,1988,JUN,186.8
VIDARBHA,1989,JUN,236.5
VIDARBHA,1990,JUN,303.2
VIDARBHA,1991,JUN,168.9
VIDARBHA,1992,JUN,167.9
VIDARBHA,1993,JUN,145.8
VIDARBHA,1994,JUN,228.6
VIDARBHA,1995,JUN,156.1
VIDARBHA,1996,JUN,64.4
VIDARBHA,1997,JUN,108
VIDARBHA,1998,JUN,127.5
VIDARBHA,1999,JUN,228.8
VIDARBHA,2000,JUN,235.9
VIDARBHA,2001,JUN,338.6
VIDARBHA,2002,JUN,301.1
VIDARBHA,2003,JUN,140.2
VIDARBHA,2004,JUN,137.9
VIDARBHA,2005,JUN,144.4
VIDARBHA,2006,JUN,115
VIDARBHA,2007,JUN,256.7
VIDARBHA,2008,JUN,137.9
VIDARBHA,2009,JUN,78.1
VIDARBHA,2010,JUN,144.8
VIDARBHA,2011,JUN,137.9
VIDARBHA,2012,JUN,125.5
VIDARBHA,2013,JUN,366.7
VIDARBHA,2014,JUN,63.3
VIDARBHA,2015,JUN,254.6
CHHATTISGARH,1951,JUN,145.1
CHHATTISGARH,1952,JUN,120.8
CHHATTISGARH,1953,JUN,140.8
CHHATTISGARH,1954,JUN,114.9
CHHATTISGARH,1955,JUN,242.1
CHHATTISGARH,1956,JUN,278
CHHATTISGARH,1957,JUN,114.8
CHHATTISGARH,1958,JUN,101.2
CHHATTISGARH,1959,JUN,180.4
CHHATTISGARH,1960,JUN,168.6
CHHATTISGARH,1961,JUN,377.4
CHHATTISGARH,1962,JUN,130.5
CHHATTISGARH,1963,JUN,160.8
CHHATTISGARH,1964,JUN,269.2
CHHATTISGARH,1965,JUN,111.1
CHHATTISGARH,1966,JUN,267.8
CHHATTISGARH,1967,JUN,184.3
CHHATTISGARH,1968,JUN,176.2
CHHATTISGARH,1969,JUN,121.8
CHHATTISGARH,1970,JUN,237.9
CHHATTISGARH,1971,JUN,384.1
CHHATTISGARH,1972,JUN,123.9
CHHATTISGARH,1973,JUN,97.9
CHHATTISGARH,1974,JUN,115.6
CHHATTISGARH,1975,JUN,202.5
CHHATTISGARH,1976,JUN,100
CHHATTISGARH,1977,JUN,242.4
CHHATTISGARH,1978,JUN,257
CHHATTISGARH,1979,JUN,176.3
CHHATTISGARH,1980,JUN,273
CHHATTISGARH,1981,JUN,127.5
CHHATTISGARH,1982,JUN,133.5
CHHATTISGARH,1983,JUN,155.7
CHHATTISGARH,1984,JUN,291.6
CHHATTISGARH,1985,JUN,137.2
CHHATTISGARH,1986,JUN,361.9
CHHATTISGARH,1987,JUN,81
CHHATTISGARH,1988,JUN,219.7
CHHATTISGARH,1989,JUN,226.8
CHHATTISGARH,1990,JUN,293.6
CHHATTISGARH,1991,JUN,143.8
CHHATTISGARH,1992,JUN,137.1
CHHATTISGARH,1993,JUN,167.2
CHHATTISGARH,1994,JUN,413.4
CHHATTISGARH,1995,JUN,119.5
CHHATTISGARH,1996,JUN,195.2
CHHATTISGARH,1997,JUN,153.8
CHHATTISGARH,1998,JUN,156.2
CHHATTISGARH,1999,JUN,222.5
CHHATTISGARH,2000,JUN,180.7
CHHATTISGARH,2001,JUN,339.4
CHHATTISGARH,2002,JUN,196.3
CHHATTISGARH,2003,JUN,128.7
CHHATTISGARH,2004,JUN,213.1
CHHATTISGARH,2005,JUN,197
CHHATTISGARH,2006,JUN,92.2
CHHATTISGARH,2007,JUN,259.4
CHHATTISGARH,2008,JUN,236.4
CHHATTISGARH,2009,JUN,45.3
CHHATTISGARH,2010,JUN,102.6
CHHATTISGARH,2011,JUN,183.5
CHHATTISGARH,2012,JUN,147.3
CHHATTISGARH,2013,JUN,263.6
CHHATTISGARH,2014,JUN,104.9
CHHATTISGARH,2015,JUN,257.6
COASTAL ANDHRA PRADESH,1951,JUN,133.7
COASTAL ANDHRA PRADESH,1952,JUN,87.4
COASTAL ANDHRA PRADESH,1953,JUN,136.7
COASTAL ANDHRA PRADESH,1954,JUN,129.7
COASTAL ANDHRA PRADESH,1955,JUN,118.8
COASTAL ANDHRA PRADESH,1956,JUN,210.1
COASTAL ANDHRA PRADESH,1957,JUN,152.6
COASTAL ANDHRA PRADESH,1958,JUN,108.5
COASTAL ANDHRA PRADESH,1959,JUN,178.8
COASTAL ANDHRA PRADESH,1960,JUN,167.8
COASTAL ANDHRA PRADESH,1961,JUN,138.6
COASTAL ANDHRA PRADESH,1962,JUN,121.1
COASTAL ANDHRA PRADESH,1963,JUN,126.6
COASTAL ANDHRA PRADESH,1964,JUN,116.9
COASTAL ANDHRA PRADESH,1965,JUN,52
COASTAL ANDHRA PRADESH,1966,JUN,107.1
COASTAL ANDHRA PRADESH,1967,JUN,124.3
COASTAL ANDHRA PRADESH,1968,JUN,70.8
COASTAL ANDHRA PRADESH,1969,JUN,125.1
COASTAL ANDHRA PRADESH,1970,JUN,174
COASTAL ANDHRA PRADESH,1971,JUN,86.4
COASTAL ANDHRA PRADESH,1972,JUN,125.1
COASTAL ANDHRA PRADESH,1973,JUN,73.3
COASTAL ANDHRA PRADESH,1974,JUN,120.4
COASTAL ANDHRA PRADESH,1975,JUN,200.7
COASTAL ANDHRA PRADESH,1976,JUN,78.4
COASTAL ANDHRA PRADESH,1977,JUN,112.5
COASTAL ANDHRA PRADESH,1978,JUN,166.7
COASTAL ANDHRA PRADESH,1979,JUN,108.7
COASTAL ANDHRA PRADESH,1980,JUN,217.5
COASTAL ANDHRA PRADESH,1981,JUN,99.7
COASTAL ANDHRA PRADESH,1982,JUN,94.4
COASTAL ANDHRA PRADESH,1983,JUN,147
COASTAL ANDHRA PRADESH,1984,JUN,89.1
COASTAL ANDHRA PRADESH,1985,JUN,105.1
COASTAL ANDHRA PRADESH,1986,JUN,101
COASTAL ANDHRA PRADESH,1987,JUN,75.6
COASTAL ANDHRA PRADESH,1988,JUN,68.2
COASTAL ANDHRA PRADESH,1989,JUN,128.3
COASTAL ANDHRA PRADESH,1990,JUN,107.4
COASTAL ANDHRA PRADESH,1991,JUN,215.5
COASTAL ANDHRA PRADESH,1992,JUN,75.6
COASTAL ANDHRA PRADESH,1993,JUN,73.2
COASTAL ANDHRA PRADESH,1994,JUN,62.5
COASTAL ANDHRA PRADESH,1995,JUN,80
COASTAL ANDHRA PRADESH,1996,JUN,236.8
COASTAL ANDHRA PRADESH,1997,JUN,63.1
COASTAL ANDHRA PRADESH,1998,JUN,136.2
COASTAL ANDHRA PRADESH,1999,JUN,126.4
COASTAL ANDHRA PRADESH,2000,JUN,200.5
COASTAL ANDHRA PRADESH,2001,JUN,117.2
COASTAL ANDHRA PRADESH,2002,JUN,115.2
COASTAL ANDHRA PRADESH,2003,JUN,104
COASTAL ANDHRA PRADESH,2004,JUN,152.8
COASTAL ANDHRA PRADESH,2005,JUN,88.1
COASTAL ANDHRA PRADESH,2006,JUN,132
COASTAL ANDHRA PRADESH,2007,JUN,300.1
COASTAL ANDHRA PRADESH,2008,JUN,119.8
COASTAL ANDHRA PRADESH,2009,JUN,72.6
COASTAL ANDHRA PRADESH,2010,JUN,156.1
COASTAL ANDHRA PRADESH,2011,JUN,86.8
COASTAL ANDHRA PRADESH,2012,JUN,95.4
COASTAL ANDHRA PRADESH,2013,JUN,127.5
COASTAL ANDHRA PRADESH,2014,JUN,45.7
COASTAL ANDHRA PRADESH,2015,JUN,283.8
TELANGANA,1951,JUN,116.8
TELANGANA,1952,JUN,80.1
TELANGANA,1953,JUN,224
TELANGANA,1954,JUN,105.3
TELANGANA,1955,JUN,230.3
TELANGANA,1956,JUN,220.1
TELANGANA,1957,JUN,157.9
TELANGANA,1958,JUN,72.9
TELANGANA,1959,JUN,163.7
TELANGANA,1960,JUN,223.9
TELANGANA,1961,JUN,142.2
TELANGANA,1962,JUN,84.5
TELANGANA,1963,JUN,179.5
TELANGANA,1964,JUN,109.1
TELANGANA,1965,JUN,124.3
TELANGANA,1966,JUN,67.2
TELANGANA,1967,JUN,166.7
TELANGANA,1968,JUN,87.6
TELANGANA,1969,JUN,103.2
TELANGANA,1970,JUN,205.5
TELANGANA,1971,JUN,139.9
TELANGANA,1972,JUN,162.8
TELANGANA,1973,JUN,110.5
TELANGANA,1974,JUN,111.1
TELANGANA,1975,JUN,138.8
TELANGANA,1976,JUN,85.7
TELANGANA,1977,JUN,97.4
TELANGANA,1978,JUN,261.6
TELANGANA,1979,JUN,145.9
TELANGANA,1980,JUN,219.6
TELANGANA,1981,JUN,187.2
TELANGANA,1982,JUN,123.8
TELANGANA,1983,JUN,158.8
TELANGANA,1984,JUN,104.9
TELANGANA,1985,JUN,181.4
TELANGANA,1986,JUN,115.5
TELANGANA,1987,JUN,133.1
TELANGANA,1988,JUN,135.8
TELANGANA,1989,JUN,238.5
TELANGANA,1990,JUN,245.1
TELANGANA,1991,JUN,194.5
TELANGANA,1992,JUN,180.5
TELANGANA,1993,JUN,83.9
TELANGANA,1994,JUN,115.3
TELANGANA,1995,JUN,135.4
TELANGANA,1996,JUN,115.9
TELANGANA,1997,JUN,85.5
TELANGANA,1998,JUN,149.4
TELANGANA,1999,JUN,141.6
TELANGANA,2000,JUN,253.2
TELANGANA,2001,JUN,183.9
TELANGANA,2002,JUN,143.2
TELANGANA,2003,JUN,112.6
TELANGANA,2004,JUN,64.6
TELANGANA,2005,JUN,115.1
TELANGANA,2006,JUN,104.8
TELANGANA,2007,JUN,176.6
TELANGANA,2008,JUN,132.9
TELANGANA,2009,JUN,85.8
TELANGANA,2010,JUN,127
TELANGANA,2011,JUN,83.9
TELANGANA,2012,JUN,124.4
TELANGANA,2013,JUN,213.4
TELANGANA,2014,JUN,62.3
TELANGANA,2015,JUN,266.9
RAYALSEEMA,1951,JUN,54.8
RAYALSEEMA,1952,JUN,55.8
RAYALSEEMA,1953,JUN,63.7
RAYALSEEMA,1954,JUN,50.6
RAYALSEEMA,1955,JUN,42.5
RAYALSEEMA,1956,JUN,90.6
RAYALSEEMA,1957,JUN,119.2
RAYALSEEMA,1958,JUN,31.1
RAYALSEEMA,1959,JUN,102.7
RAYALSEEMA,1960,JUN,55.5
RAYALSEEMA,1961,JUN,96.2
RAYALSEEMA,1962,JUN,54.2
RAYALSEEMA,1963,JUN,77.6
RAYALSEEMA,1964,JUN,56.6
RAYALSEEMA,1965,JUN,47.2
RAYALSEEMA,1966,JUN,94.5
RAYALSEEMA,1967,JUN,62.7
RAYALSEEMA,1968,JUN,45.2
RAYALSEEMA,1969,JUN,61.2
RAYALSEEMA,1970,JUN,57.7
RAYALSEEMA,1971,JUN,35.3
RAYALSEEMA,1972,JUN,110.8
RAYALSEEMA,1973,JUN,51.1
RAYALSEEMA,1974,JUN,67.3
RAYALSEEMA,1975,JUN,46
RAYALSEEMA,1976,JUN,70.4
RAYALSEEMA,1977,JUN,98.6
RAYALSEEMA,1978,JUN,61.7
RAYALSEEMA,1979,JUN,49.7
RAYALSEEMA,1980,JUN,58.3
RAYALSEEMA,1981,JUN,61.4
RAYALSEEMA,1982,JUN,76.7
RAYALSEEMA,1983,JUN,54.8
RAYALSEEMA,1984,JUN,27.8
RAYALSEEMA,1985,JUN,52.1
RAYALSEEMA,1986,JUN,58.7
RAYALSEEMA,1987,JUN,56.9
RAYALSEEMA,1988,JUN,24.8
RAYALSEEMA,1989,JUN,50.4
RAYALSEEMA,1990,JUN,48.9
RAYALSEEMA,1991,JUN,187.6
RAYALSEEMA,1992,JUN,39.3
RAYALSEEMA,1993,JUN,41.9
RAYALSEEMA,1994,JUN,34.4
RAYALSEEMA,1995,JUN,69.4
RAYALSEEMA,1996,JUN,270.7
RAYALSEEMA,1997,JUN,73.7
RAYALSEEMA,1998,JUN,52.8
